,pred_0,pred_1,pred_2,targ_0,targ_1,targ_2
0,-1.027811334572467,-1.994253417885355,-0.7880968117286632,-2.4373950958251953,-2.3891613483428955,-1.1939992904663086
1,-1.1507759979902348,1.7001266646082902,2.6804190267535675,-0.5836246013641357,3.1056277751922607,0.9078119397163391
2,-0.3606153973904262,0.3513743709259423,0.31626411057128684,-0.40513649582862854,1.6387423276901245,0.6682868599891663
3,1.1713917249453145,-0.18741675803943944,-0.43359816104041154,2.6104891300201416,0.15103203058242798,-2.299191951751709
4,1.8104965012966034,-0.3411068680037431,-0.8286918923358864,3.4311745166778564,-0.7283851504325867,-1.873509168624878
5,-2.358286800677876,-0.8711093318660329,0.8908592364046223,-2.0784029960632324,0.6486748456954956,-0.22182588279247284
6,2.0437816757594414,-0.21251314331487484,-1.4024332930495094,3.0464038848876953,-0.3839203119277954,-1.6490716934204102
7,0.047610718864491045,-0.5052451443129401,0.45501837491083197,-0.28588396310806274,-0.49252191185951233,1.6469391584396362
8,-0.3892681276263749,-0.13388182700824913,-0.008606891825683494,-0.4938599467277527,0.10415591299533844,-0.21476289629936218
9,-0.15144562334087822,-1.2944051030223604,-0.70837927203035,-0.893203616142273,-2.685336112976074,-0.7538872957229614
10,-1.5216423702211246,2.3553192193899046,1.5147347850357475,-2.9894025325775146,1.5205905437469482,2.78523850440979
11,0.808007848666229,0.9349444096524613,1.331287043427725,0.1789613664150238,1.963533878326416,0.9927875399589539
12,-3.027120675333611,-0.7708257075394761,0.4311617349728127,-4.446954250335693,-1.8460885286331177,0.2927864193916321
13,-0.21565510021712972,0.014722887967899816,-0.3215780812688792,0.08912608027458191,0.2280728965997696,1.5144559144973755
14,-1.9196644154357532,1.7854934551378694,0.10175127832549935,-3.6207528114318848,2.215346574783325,0.06707648932933807
15,-0.3769284200516396,1.4106202467743156,-1.7339734870510422,1.4570201635360718,1.598737359046936,-0.7960862517356873
16,0.22500240782706724,-0.026183999146529628,0.6734797871195973,0.9595231413841248,-0.4663042426109314,-0.26163798570632935
17,-1.2772376320863028,0.011282203882095908,0.28303639975220346,-0.6411703824996948,0.11220172047615051,0.12577146291732788
18,-0.5617035116745716,1.2264508401657963,1.0344722024274051,-1.0024361610412598,1.7424445152282715,0.66578608751297
19,-0.3232422762332599,-0.49578203978816465,0.2681199722188476,-0.9977456331253052,-0.007858210243284702,1.8261393308639526
20,0.09630311270699965,-1.4202447939206608,0.5154844277333027,0.20126661658287048,-2.6395304203033447,1.7361252307891846
